,t1,t2,score
20257045,point blank solutions,american solutions,0.42857142857142855
17226980,redjack,jack,0.42857142857142855
14320741,air industries,willamette industries,0.42857142857142855
4799821,cooley constructors,kokosing construction,0.42857142857142855
23103615,applied logistics services,affiliated computer services,0.42857142857142855
15140145,acosta,coastal,0.42857142857142855
452427,hill,hillpac,0.42857142857142855
35228030,first nation security,freedom security,0.42857142857142855
4712760,storsoft technology,sensient technologies,0.42857142857142855
2006222,power auctions,powerpac plus,0.42857142857142855
30909797,mcnally industries,willamette industries,0.42857142857142855
6558958,adnet systems,caliber system,0.42857142857142855
27732676,fjc security services,entergy services,0.42857142857142855
33082266,cloud nine technologies,starkey hearing technologies,0.42857142857142855
14665882,vista defense technologies,starkey hearing technologies,0.42857142857142855
37052343,etouch systems,delex systems,0.42857142857142855
36197032,metis solutions,psychiatric solutions,0.42857142857142855
3465049,sienna systems,esystems,0.42857142857142855
28191607,intecon,vinton,0.42857142857142855
2409415,tnt industrial contractors,national utility contractors,0.42857142857142855
25779363,american contractors,american auto dealers,0.42857142857142855
9302653,sobran,contran,0.42857142857142855
31424475,briston construction,elevator constructors,0.42857142857142855
2959342,pillar systems,caliber system,0.42857142857142855
4276047,acrow america,impact america,0.42857142857142855
17288463,fintrac,intrado,0.42857142857142855
1984606,ascorp,idacorp,0.42857142857142855
19994271,chesapeake technology,mechanical technology,0.42857142857142855
17275808,centeva,zeneca,0.42857142857142855
909583,century,centex,0.42857142857142855
18088108,educational services,nuclear fuel services,0.42857142857142855
15284433,techlaw,technet,0.42857142857142855
24927058,aermor,vermeer,0.42857142857142855
31736793,thundercat technology,alien technology,0.42857142857142855
11143584,rocky brands,russell brands,0.42857142857142855
21720400,nextech solutions,nextel communications,0.42857142857142855
2029919,lcg systems,siebel systems,0.42857142857142855
31742142,emtec,rentech,0.42857142857142855
19732510,stratis health,tivity health,0.42857142857142855
31740970,thundercat technology,game technology,0.42857142857142855
30458827,national aerospace solutions,national auto auction,0.42857142857142855
13957686,ama diversified construction,granite construction,0.42857142857142855
965553,value recovery,recovery,0.42857142857142855
19237625,conrad industries,northville industries,0.42857142857142855
24539947,alliantcorps,alliant energy,0.42857142857142855
34597477,essex industries,willamette industries,0.42857142857142855
28345685,creek services,energy service,0.42857142857142855
21655546,core,cornell,0.42857142857142855
3554379,safeguard services,lear siegler services,0.42857142857142855
36641671,lecon,lincoln,0.42857142857142855
31196005,symetrics industries,willamette industries,0.42857142857142855
25358930,west pharmaceutical services,king pharmaceuticals,0.42857142857142855
32649985,vencore,venable,0.42857142857142855
30381287,american states water,american watch,0.42857142857142855
3127255,alpha marine services,automotive service,0.42857142857142855
11110163,clason point partners,crestview partners,0.42857142857142855
3533911,applied energy,spectra energy,0.42857142857142855
33465920,par pacific,georgiapacific,0.42857142857142855
31909498,carney,cornell,0.42857142857142855
13736174,aes systems,caliber system,0.42857142857142855
14358557,decypher technologies,consumer technology,0.42857142857142855
18814811,zieson construction,elevator constructors,0.42857142857142855
36485407,morgenthaler,morgan stanley,0.42857142857142855
21698278,edc consulting,ms consultants,0.42857142857142855
35227682,first nation security,first national bank,0.42857142857142855
16496062,murtech,rentech,0.42857142857142855
21377621,insap services,energy service,0.42857142857142855
4427355,western construction,elevator constructors,0.42857142857142855
37442224,future skys,future leaders,0.42857142857142855
1451241,reasbeck construction,heavy constructors,0.42857142857142855
37051871,etouch systems,siebel systems,0.42857142857142855
31695821,american growler,american public power,0.42857142857142855
19582745,amaram technology,minerals technologies,0.42857142857142855
30458517,national aerospace solutions,national air transportation,0.42857142857142855
30735818,centra technology,westwind technologies,0.42857142857142855
5840457,venesco,tenneco,0.42857142857142855
2300281,tranben,trans,0.42857142857142855
7003227,seawolf construction,elevator constructors,0.42857142857142855
12207484,national associates,national pest control,0.42857142857142855
25618474,wesson,wescorp,0.42857142857142855
31483147,spotless janitorial services,amtrust financial services,0.42857142857142855
15283164,techlaw,ecolab,0.42857142857142855
17288104,fintrac,cintas,0.42857142857142855
10961690,akira technologies,starkey hearing technologies,0.42857142857142855
30381248,american states water,american success,0.42857142857142855
34973502,kalman,akerman,0.42857142857142855
6863030,daniels daniels construction,granite construction,0.42857142857142855
9739137,harkcon,carlson,0.42857142857142855
17288957,fintrac,contran,0.42857142857142855
14873532,cortek,cryptek,0.42857142857142855
34420959,arch systems,siebel systems,0.42857142857142855
3541690,t air,abx air,0.42857142857142855
27904959,sargento foods,arent fox,0.42857142857142855
23015823,cornerstone solutions,trover solutions,0.42857142857142855
17274831,centeva,enova,0.42857142857142855
21578408,aoc solutions,psychiatric solutions,0.42857142857142855
33680405,clark enterprises j w,ipalco enterprises,0.42857142857142855
7933250,cmi management,beneficial management,0.42857142857142855
25252415,mda information systems,stewart information services,0.42857142857142855
5765998,t t construction enterprises,forest city enterprises,0.42857142857142855
28862274,aliron,asurion,0.42857142857142855
30787150,alliance technical services,alliance theatrical stage employees,0.42857142857142855
19991257,chesapeake technology,alien technology,0.42857142857142855
33797213,bioqual,boral,0.42857142857142855
2311722,northview enterprises,sammons enterprises,0.42857142857142855
24923198,aermor,akerman,0.42857142857142855
7245965,pacific western technologies,syniverse technologies,0.42857142857142855
23122659,central environmental,ecology environment,0.42857142857142855
36916992,patrona,aarons,0.42857142857142855
37753176,vinyl technology,infineon technologies,0.42857142857142855
8300948,north carolina state,central carolina bank,0.42857142857142855
32654431,vencore,renco,0.42857142857142855
18854426,systems technologies,starkey hearing technologies,0.42857142857142855
36469567,square one armoring services,stewart information services,0.42857142857142855
19732307,stratis health,corizon health,0.42857142857142855
26175131,dorrean,dolan,0.42857142857142855
16492712,isoft solutions,psychiatric solutions,0.42857142857142855
23225485,action facilities management,receivables management,0.42857142857142855
6349338,convergint technologies,starkey hearing technologies,0.42857142857142855
1384232,saalex solutions,psychiatric solutions,0.42857142857142855
19256218,agilent technologies,starkey hearing technologies,0.42857142857142855
21060537,price modern,price congress,0.42857142857142855
12359868,social solutions,social security works,0.42857142857142855
17921087,miller protection services,stewart information services,0.42857142857142855
21064096,intific,pacific,0.42857142857142855
32360773,aderas,adtranz,0.42857142857142855
19615773,birdon america,aqua america,0.42857142857142855
17346330,port graham technologies,starkey hearing technologies,0.42857142857142855
27378693,baldwin,jeldwen,0.42857142857142855
3534732,applied energy,dte energy,0.42857142857142855
30377576,american states water,american staffing,0.42857142857142855
26876606,altech,rentech,0.42857142857142855
14359267,decypher technologies,dxc technology,0.42857142857142855
3288342,right 2 work,rightnow women,0.42857142857142855
13181413,seyer industries,willamette industries,0.42857142857142855
35689241,trans aero,transco energy,0.42857142857142855
27500825,continental service,provident financial services,0.42857142857142855
32724381,american hydro,america works,0.42857142857142855
24922000,j2 engineering,stv engineers,0.42857142857142855
28617401,professional risk management,invesco aim management,0.42857142857142855
2513478,delta solutions technologies,global relief technologies,0.42857142857142855
703992,swanson,matson,0.42857142857142855
28987406,leucadia national,conservative national,0.42857142857142855
12252561,marvin engineering,american science engineering,0.42857142857142855
29479757,infinite energy construction,kokosing construction,0.42857142857142855
3327813,haynes,harvest,0.42857142857142855
28171458,ohana nui management,beneficial management,0.42857142857142855
9308165,brookfield relocation,newfield exploration,0.42857142857142855
30380750,american states water,american homecare,0.42857142857142855
377000,ksh solutions,psychiatric solutions,0.42857142857142855
8201477,management consulting,gsp consulting,0.42857142857142855
30380492,american states water,american osteopathic,0.42857142857142855
35998012,mtu america,basic american,0.42857142857142855
16161410,westat,western,0.42857142857142855
25954628,3vesta,questar,0.42857142857142855
2192074,red lion technology,westwind technologies,0.42857142857142855
32650349,vencore,secure,0.42857142857142855
20443842,nms management,beneficial management,0.42857142857142855
14305145,american legacy construction,american conservative,0.42857142857142855
10364865,b3 enterprises,jm family enterprises,0.42857142857142855
29122809,aurora industries,northville industries,0.42857142857142855
2299341,tranben,ranger,0.42857142857142855
23452019,scitor,suntory,0.42857142857142855
4040007,chugach alaska,chugach native,0.42857142857142855
1146356,williams electric,oklahoma gas electric,0.42857142857142855
34824641,thr enterprises,jm family enterprises,0.42857142857142855
30381995,american states water,american land title,0.42857142857142855
20290970,si systems technologies,starkey hearing technologies,0.42857142857142855
831622,willard marine,ssa marine,0.42857142857142855
2286667,economic systems,merit medical systems,0.42857142857142855
13552243,relyant,reagan,0.42857142857142855
25033941,circle,carlyle,0.42857142857142855
2499390,taitech,rentech,0.42857142857142855
20348862,symtech,rentech,0.42857142857142855
25734235,espey mfg electronics,ccor electronics,0.42857142857142855
11667882,altamira technologies,game technology,0.42857142857142855
35164944,evansgraves engineers,stv engineers,0.42857142857142855
7754827,national sourcing,national auto auction,0.42857142857142855
26788818,trade products,texas produce,0.42857142857142855
24124689,techniarts engineering,american science engineering,0.42857142857142855
14082756,enviremedial services,entergy services,0.42857142857142855
30451762,campbell construction,coastal conservation,0.42857142857142855
23597537,teknion,tenn,0.42857142857142855
24299252,catalyst services,att wireless services,0.42857142857142855
9057306,crane technologies,starkey hearing technologies,0.42857142857142855
29877851,biscayne contractors,elevator constructors,0.42857142857142855
5710874,patriot technologies,starkey hearing technologies,0.42857142857142855
28860570,aliron,halcrow,0.42857142857142855
25654351,fedserv,reserve,0.42857142857142855
35230000,first nation security,rsa security,0.42857142857142855
23013267,cornerstone solutions,new solutions,0.42857142857142855
28347638,creek services,greek american,0.42857142857142855
32828889,antech systems,esystems,0.42857142857142855
32828881,antech systems,ryder system,0.42857142857142855
35998198,mtu america,greek american,0.42857142857142855
30451291,campbell construction,campbell political,0.42857142857142855
29480494,infinite energy construction,lignite energy council,0.42857142857142855
24392983,airtec,anixter,0.42857142857142855
7142849,fn america,conservamerica,0.42857142857142855
35998185,mtu america,black americas,0.42857142857142855
741170,winspear construction,coastal conservation,0.42857142857142855
7753075,national sourcing,national thoroughbred racing,0.42857142857142855
1340698,truston technologies,starkey hearing technologies,0.42857142857142855
33090761,tessec,tenneco,0.42857142857142855
5931034,integration technologies,starkey hearing technologies,0.42857142857142855
18752961,eskridge enterprises,jm family enterprises,0.42857142857142855
18591604,wyle services,att wireless services,0.42857142857142855
7014603,net direct systems,merit medical systems,0.42857142857142855
36906881,alon,carlson,0.42857142857142855
32258832,dj engineering,stv engineers,0.42857142857142855
13873414,deployed resources,employers reassurance,0.42857142857142855
13262362,pelatron technologies,starkey hearing technologies,0.42857142857142855
18967791,airgas,fairpac,0.42857142857142855
6777388,cfar services,nuclear fuel services,0.42857142857142855
20373040,cherokee nation technologies,penn united technologies,0.42857142857142855
25779345,american contractors,american motorcyclist,0.42857142857142855
28463394,secotec,scott,0.42857142857142855
26115423,sigma defense systems,siebel systems,0.42857142857142855
30380707,american states water,american auto dealers,0.42857142857142855
17290162,fintrac,finisar,0.42857142857142855
25358283,west pharmaceutical services,vertex pharmaceuticals,0.42857142857142855
27410453,greenland enterprises,pacific enterprises,0.42857142857142855
5535873,alliant enterprise jv,ssab enterprises,0.42857142857142855
23013396,cornerstone solutions,energysolutions,0.42857142857142855
17542831,crowley,crown,0.42857142857142855
29133505,purdy enterprise,jm family enterprises,0.42857142857142855
19575967,spectrum technology,mechanical technology,0.42857142857142855
7244600,pacific western technologies,sensient technologies,0.42857142857142855
20432970,nuance communications,livable communities,0.42857142857142855
545729,cutter enterprises,jm family enterprises,0.42857142857142855
13826381,solis constructors,kokosing construction,0.42857142857142855
27410753,greenland enterprises,jm family enterprises,0.42857142857142855
22209785,l c industries,northville industries,0.42857142857142855
29744091,inner parish security,american security,0.42857142857142855
7462618,berger,be hero,0.42857142857142855
7142214,fn america,supima america,0.42857142857142855
28195167,intecon,intel,0.42857142857142855
7247505,pacific western technologies,john bean technologies,0.42857142857142855
4161242,iron bow technologies,micron technology,0.42857142857142855
34317658,mainthia technologies,micron technology,0.42857142857142855
13040486,lux consulting,ms consultants,0.42857142857142855
17289867,fintrac,ginpac,0.42857142857142855
11850565,united excel,united defense,0.42857142857142855
28634315,digital systems,merit medical systems,0.42857142857142855
26875507,sentar,suntory,0.42857142857142855
2514152,delta solutions technologies,mountaintop technologies,0.42857142857142855
2313109,northview enterprises,ipalco enterprises,0.42857142857142855
17289954,fintrac,airtran,0.42857142857142855
13879270,acuitus,cactus,0.42857142857142855
1738207,annams systems,siebel systems,0.42857142857142855
21102585,herman construction,american conservative,0.42857142857142855
29353184,denali holding,h holding,0.42857142857142855
10535549,cotton,contran,0.42857142857142855
3679179,devtech systems,merit medical systems,0.42857142857142855
7462866,berger,vermeer,0.42857142857142855
10346242,pulau,popular,0.42857142857142855
26630783,visionary integration professionals,national landscape professionals,0.42857142857142855
36911291,bwsarti,bacardi,0.42857142857142855
13133118,atech,rentech,0.42857142857142855
33678068,all phase services,att wireless services,0.42857142857142855
11889744,novaces,novolex,0.42857142857142855
20088859,bobby dodd institute,bank policy institute,0.42857142857142855
9627983,corner alliance incorporated,world alliance israel,0.42857142857142855
15354869,apex,telapex,0.42857142857142855
32830303,antech systems,siebel systems,0.42857142857142855
35629531,beard construction,elevator constructors,0.42857142857142855
28467328,professional security,electronic security,0.42857142857142855
3538337,applied energy,wec energy,0.42857142857142855
20090174,xotech,rentech,0.42857142857142855
32359102,aderas,akerman,0.42857142857142855
16303301,b h defense,united defense,0.42857142857142855
14090161,fulcrum,forum,0.42857142857142855
32774941,eventure technologies,consumer technology,0.42857142857142855
29681824,zenetex,zeneca,0.42857142857142855
6860843,daniels daniels construction,reynolds construction,0.42857142857142855
16117106,revere paul transportation,sheet metal air rail transportation,0.42857142857142855
13259865,pelatron technologies,alien technology,0.42857142857142855
12717874,majestyc construction,coastal conservation,0.42857142857142855
10167170,rbvetco,getco,0.42857142857142855
29361064,bandwidth solutions,psychiatric solutions,0.42857142857142855
2487812,vector resources,continental resources,0.42857142857142855
29944989,countertrade products,natural products,0.42857142857142855
17948629,awg services,energy service,0.42857142857142855
1593384,ppt solutions,psychiatric solutions,0.42857142857142855
28283295,gem technology,mechanical technology,0.42857142857142855
2300123,tranben,trinet,0.42857142857142855
36980171,harbor services,lear siegler services,0.42857142857142855
25493097,i s s action,western action,0.42857142857142855
2958673,pillar systems,ryder system,0.42857142857142855
31711272,victory solutions,psychiatric solutions,0.42857142857142855
22777062,arm consulting,ms consultants,0.42857142857142855
30378208,american states water,american waterways operators,0.42857142857142855
16336529,baker klein engineering,american science engineering,0.42857142857142855
16482202,subsystem technologies,starkey hearing technologies,0.42857142857142855
9718680,thomas j davis,thoma bravo,0.42857142857142855
13643057,castro,coastal,0.42857142857142855
25360271,west pharmaceutical services,air medical services,0.42857142857142855
6262173,discover technologies,consumer technology,0.42857142857142855
20646091,american college medical genetics foundation,american college radiation oncology,0.4318181818181818
25455381,national native american construction,national air transportation,0.43243243243243246
15773555,american construction,american institute steel construction,0.43243243243243246
4228243,advanced facility management services,jjf management services,0.43243243243243246
29484019,infinite energy construction,american institute steel construction,0.43243243243243246
22812904,product data integration technologies,mountaintop technologies,0.43243243243243246
26489139,university alaska system,university pennsylvania health system,0.43243243243243246
32334988,american petroleum tankers,american fuel petrochem manufacturers,0.43243243243243246
35918195,veterans northwest construction,american institute steel construction,0.43243243243243246
24364681,dependable american hospital services,federation american hospitals,0.43243243243243246
5565766,lakeshore engineering services,offshore marine service,0.43333333333333335
27735159,progressive financial services,progressive voters america,0.43333333333333335
28818994,veolia water north americawest,swedish match north america,0.43333333333333335
37735356,three cities management,brookshire brothers management,0.43333333333333335
28615915,professional risk management,pharmaceutical care management,0.43333333333333335
33735026,healthcare resolution services,health net federal services,0.43333333333333335
13240049,sustainable modular management,annaly capital management,0.43333333333333335
37750086,global research and technology,global relief technologies,0.43333333333333335
14719836,homeland security construction,rieth riley construction,0.43333333333333335
35250540,advanced geolocation solutions,advanced solutions tomorrow,0.43333333333333335
22945508,ironclad technology services,cognizant technology solutions,0.43333333333333335
31060312,advanced concepts technologies,infineon technologies,0.43333333333333335
18903707,bcfs health and human services,kph healthcare services,0.43333333333333335
35404801,bowhead professional solutions,hanson professional services,0.43333333333333335
19447855,diversified technical services,discover financial services,0.43333333333333335
27738953,progressive financial services,progressive choices,0.43333333333333335
16119540,revere paul transportation,national school transportation,0.43333333333333335
3298557,quest diagnostics incorporated,quest diagnostics,0.43333333333333335
5646948,change healthcare technologies,allegheny technologies,0.43333333333333335
26894530,cerberus capital management lp,beneficial management,0.43333333333333335
1948978,national security technologies,national treasury employees,0.43333333333333335
13289708,abbtech professional resources,office professional employees,0.43333333333333335
1953764,national security technologies,allegheny technologies,0.43333333333333335
20485220,cgi technologies and solutions,cognizant technology solutions,0.43333333333333335
23340057,ishpi information technologies,siemens water technologies,0.43333333333333335
28551102,interactive government,interactive advertising bureau,0.43333333333333335
4116358,mission search healthcare,national behavioral healthcare,0.43333333333333335
5645841,change healthcare technologies,john bean technologies,0.43333333333333335
14009783,american chemical society,collier county medical society,0.43333333333333335
24490309,american medical response,american neurological surgeons,0.43333333333333335
28615535,professional risk management,professional flight attendants,0.43333333333333335
24552963,amg healthcare services,ny state health care providers,0.43333333333333335
1949314,national security technologies,national security,0.43333333333333335
26725835,national center states courts,national border patrol council,0.43333333333333335
10615481,sterling physician services,american physician specialists,0.43333333333333335
32232005,brantley construction services,energy conversion devices,0.43333333333333335
2036324,applied computing technologies,allegheny technologies,0.43333333333333335
1953433,national security technologies,minerals technologies,0.43333333333333335
12720642,l3 national security solutions,national security,0.43333333333333335
26433368,advanced american construction,back americas conservatives,0.43333333333333335
5210183,integrated coast guard systems,northcoast health systems,0.43333333333333335
29879407,biscayne contractors,associated general contractors,0.43333333333333335
415696,ironwood commercial builders,cape cod commercial fishermens,0.43333333333333335
31796227,amn healthcare services,ny state health care providers,0.43333333333333335
7892957,business technical consultants,universal technical institute,0.43333333333333335
6989098,pentaq manufacturing,new united motor manufacturing,0.43333333333333335
31766285,advanced resource technologies,syniverse technologies,0.43333333333333335
12378069,communications associates,communications workers america,0.43333333333333335
7769196,complete professional services,office professional employees,0.43333333333333335
17165887,sprint federal operations,national federal veterinarians,0.43333333333333335
2980197,med inn centers america,mechanical contractors america,0.43333333333333335
29258883,facility healthcare services,ny state health care providers,0.43333333333333335
1949584,national security technologies,alion science technology,0.43333333333333335
19448975,diversified technical services,air medical services,0.43333333333333335
14717952,homeland security construction,zachry construction,0.43333333333333335
17283472,textainer equipment management,vantagepoint management,0.43333333333333335
1951152,national security technologies,penn united technologies,0.43333333333333335
12445495,shaw infrastructure,michigan infrastructure transp,0.43333333333333335
13299767,pennsylvania medical society,collier county medical society,0.43333333333333335
10583811,united healthcare services,ny state health care providers,0.43333333333333335
1958756,american canyon solutions,cognizant technology solutions,0.43333333333333335
23079672,blumont engineering solutions,black knight lending solutions,0.43333333333333335
26245889,peckham vocational industries,teva pharmaceutical industries,0.43333333333333335
12096116,hodges transportation,national school transportation,0.43333333333333335
30149323,national electric coil,national border patrol council,0.43333333333333335
3716537,joint research and development,coos bay area development,0.43333333333333335
5646617,change healthcare technologies,minerals technologies,0.43333333333333335
91892,moran transportation,national school transportation,0.43333333333333335
19493215,professional contract services,contract services,0.43333333333333335
6969464,c4 planning solutions,black knight lending solutions,0.43333333333333335
5916132,homeland security solutions,cognizant technology solutions,0.43333333333333335
8094190,clark construction enterprises,forest city enterprises,0.43333333333333335
14023524,insignia technology services,cognizant technology solutions,0.43333333333333335
31766810,advanced resource technologies,starkey hearing technologies,0.43333333333333335
1924705,verendrye electric cooperative,farmers rice cooperative,0.43333333333333335
24016375,covenant construction services,ltk consulting services,0.43333333333333335
15357612,rock valley community programs,foothill community democrats,0.43333333333333335
33734079,healthcare resolution services,stewart information services,0.43333333333333335
22862440,comptech computer technologies,mountaintop technologies,0.43333333333333335
14722742,homeland security construction,granite construction,0.43333333333333335
5774936,information technology experts,infineon technologies,0.43333333333333335
17983811,advanced management strategies,monument strategies,0.43333333333333335
23341288,ishpi information technologies,mountaintop technologies,0.43333333333333335
3816902,bluecross blueshield tennessee,blue crossblue shield,0.43333333333333335
5644549,change healthcare technologies,cherryroad technologies,0.43333333333333335
4672228,logistics technology services,cognizant technology solutions,0.43333333333333335
37435237,teras cargo transport america,mechanical contractors america,0.43333333333333335
19639830,logistics management institute,insured retirement institute,0.43333333333333335
32704100,cognitive technologies,cognizant technology solutions,0.43333333333333335
28696508,american k9 detection services,american federation musicians,0.43333333333333335
9471716,glacier technical solutions,cognizant technology solutions,0.43333333333333335
23341201,ishpi information technologies,john bean technologies,0.43333333333333335
8820419,midamerica conversion services,ameritas financial services,0.43333333333333335
35532656,atmospheric science technology,competitive technology,0.43333333333333335
23341977,ishpi information technologies,minerals technologies,0.43333333333333335
32236470,brantley construction services,granite construction,0.43333333333333335
1698245,american technology solutions,american neurological surgeons,0.43333333333333335
1830417,power instrumentation services,doing our nations service,0.43333333333333335
10713873,leading edge aviation services,doing our nations service,0.43333333333333335
20637454,triman industries,allied waste industries,0.43478260869565216
36654687,computer world services,contract services,0.43478260869565216
19950560,edwards industries,solar energy industries,0.43478260869565216
16300315,drs technical services,kph healthcare services,0.43478260869565216
38112323,da collins construction,irby construction,0.43478260869565216
16531855,chg healthcare services,air medical services,0.43478260869565216
31837098,dakota creek industries,cooper industries,0.43478260869565216
35503223,all native services,ltk consulting services,0.43478260869565216
19284566,mark dunning industries,worthington industries,0.43478260869565216
12139278,allied associates,allied waste industries,0.43478260869565216
12755093,aphena pharma solutions,american solutions,0.43478260869565216
19505511,northern taiga ventures,northern lights,0.43478260869565216
20877584,aqr capital management,vantagepoint management,0.43478260869565216
28750341,innovative technologies,cherryroad technologies,0.43478260869565216
28931973,proactive technologies,cherryroad technologies,0.43478260869565216
18061463,rix industries,florida rock industries,0.43478260869565216
34100229,carahsoft technology,cherryroad technologies,0.43478260869565216
12897836,business sales services,nuclear fuel services,0.43478260869565216
31238149,summit technologies,cherryroad technologies,0.43478260869565216
1709189,avanti technologies,cherryroad technologies,0.43478260869565216
32338949,aplus technologies,cherryroad technologies,0.43478260869565216
4088867,wallenius lines holding,hercules holding,0.43478260869565216
33667060,adc management services,att wireless services,0.43478260869565216
19993477,chesapeake technology,cherryroad technologies,0.43478260869565216
10059118,pj potter enterprises,forest city enterprises,0.43478260869565216
29877749,biscayne contractors,american subcontractors,0.43478260869565216
34538837,omniplex world services,united health services,0.43478260869565216
1628166,arrowpoint technologies,bally technologies,0.43478260869565216
31838287,dakota creek industries,nacco industries,0.43478260869565216
18766085,barrios technology,cherryroad technologies,0.43478260869565216
17841413,g3 technologies,cherryroad technologies,0.43478260869565216
3000827,melton sales service,gentiva health services,0.43478260869565216
23090253,communications resource,concho resources,0.43478260869565216
33083526,cloud nine technologies,bally technologies,0.43478260869565216
26669829,planet technologies,cherryroad technologies,0.43478260869565216
7530514,national recoveries,national social workers,0.43478260869565216
30148298,national electric coil,national cotton council,0.43478260869565216
27920985,veterans contractors jv,veterans victory,0.43478260869565216
30163451,client network services,air transport services,0.43478260869565216
24764533,coburn contractors,american subcontractors,0.43478260869565216
34128878,p l general contractors,exchange contractors,0.43478260869565216
30165444,client network services,entergy services,0.43478260869565216
32229519,systems engrg solutions,trover solutions,0.43478260869565216
27600005,guident technologies,cherryroad technologies,0.43478260869565216
8938974,ingenesis stgi partners,us anesthesia partners,0.43478260869565216
36302944,tennier industries,solar energy industries,0.43478260869565216
33084057,cloud nine technologies,minerals technologies,0.43478260869565216
31002276,corrections america,concerned women america,0.43478260869565216
31835159,dakota creek industries,lone star industries,0.43478260869565216
18782966,gryphon technologies lc,icx technologies,0.43478260869565216
24191806,advanced technology,advanced energy economy,0.43478260869565216
32062393,american water services,american concrete pipe,0.43478260869565216
33083844,cloud nine technologies,bwx technologies,0.43478260869565216
33390213,wakelight technologies,cherryroad technologies,0.43478260869565216
18996443,ssexcel constructors jv,elevator constructors,0.43478260869565216
31835275,dakota creek industries,austin industries,0.43478260869565216
2978282,med inn centers america,services america,0.43478260869565216
24776343,charles industries,florida rock industries,0.43478260869565216
8419140,sentinel power services,entergy services,0.43478260869565216
8402414,swank enterprises,forest city enterprises,0.43478260869565216
16532351,chg healthcare services,usa waste services,0.43478260869565216
21263123,jr contract services,jjf management services,0.43478260869565216
33082696,cloud nine technologies,maxar technologies,0.43478260869565216
32061433,american water services,american bakers,0.43478260869565216
12897173,business sales services,sierra health services,0.43478260869565216
8088334,metters industries,allied waste industries,0.43478260869565216
10845303,nlt management services,ltk consulting services,0.43478260869565216
2245541,amar health it,american health quality,0.43478260869565216
6350916,convergint technologies,bwx technologies,0.43478260869565216
7482885,zin technologies,cherryroad technologies,0.43478260869565216
19284576,mark dunning industries,solar energy industries,0.43478260869565216
30934903,stracon services,ltk consulting services,0.43478260869565216
20290693,si systems technologies,cherryroad technologies,0.43478260869565216
24112109,speegle construction ii,hm construction,0.43478260869565216
29044033,artisan electronics,sensormatic electronics,0.43478260869565216
7084560,paradyme management,vantagepoint management,0.43478260869565216
27924215,metson marine services,ltk consulting services,0.43478260869565216
371717,dovel technologies,cherryroad technologies,0.43478260869565216
34506613,ses civil contractors,american subcontractors,0.43478260869565216
19382533,stg technologies,cherryroad technologies,0.43478260869565216
30165471,client network services,contract services,0.43478260869565216
32577927,lapointblase industries,hearing industries,0.43478260869565216
19109094,ace technology partners,ca technologies,0.43478260869565216
32064585,american water services,american pyrotechnics,0.43478260869565216
30781317,link technologies,cherryroad technologies,0.43478260869565216
34920334,ami industries,allied waste industries,0.43478260869565216
10046673,division 16 engineering,st engineering,0.43478260869565216
29988741,fidelity technologies,cherryroad technologies,0.43478260869565216
8089440,metters industries,solar energy industries,0.43478260869565216
11773589,newbegin enterprisesinc,pacific enterprises,0.43478260869565216
1889948,american beef packers,american fire sprinkler,0.43478260869565216
30611062,cybermedia technologies,icx technologies,0.43478260869565216
4414937,simulation technologies,alien technology,0.43478260869565216
16806661,jsl technologies,cherryroad technologies,0.43478260869565216
19284420,mark dunning industries,lennox industries,0.43478260869565216
2583799,logistic services,ltk consulting services,0.43478260869565216
4483205,x technologies,cherryroad technologies,0.43478260869565216
22127161,carlson constructors,underground contractors,0.43478260869565216
21299868,impact resources,alpha natural resources,0.43478260869565216
25297296,knowledge management,vantagepoint management,0.43478260869565216
16074998,subsystems technologies,icx technologies,0.43478260869565216
6350598,convergint technologies,bally technologies,0.43478260869565216
34827118,thr enterprises,forest city enterprises,0.43478260869565216
28114810,360 patriot enterprises,werner enterprises,0.43478260869565216
17743205,national air cargo,national fire sprinkler,0.43478260869565216
19206799,seaward marine services,air medical services,0.43478260869565216
31792405,amn healthcare services,sierra health services,0.43478260869565216
6864400,sinew management,vantagepoint management,0.43478260869565216
37732025,three cities management,invesco aim management,0.43478260869565216
32577201,lapointblase industries,peckham industries,0.43478260869565216
32062101,american water services,sierra health services,0.43478260869565216
13124846,grand enterprises,forest city enterprises,0.43478260869565216
1516558,spaceflight industries,allied waste industries,0.43478260869565216
32061789,american water services,american optometric,0.43478260869565216
27813301,bw contracting services,hp enterprise services,0.43478260869565216
31839973,dakota creek industries,willamette industries,0.43478260869565216
51046,emanagement consultants,ms consultants,0.43478260869565216
5427856,chaise management,vantagepoint management,0.43478260869565216
32610204,bremenbowdon investment,petroleum investment,0.43478260869565216
27852277,c m contractors,american subcontractors,0.43478260869565216
22160073,american standard,american sheep industry,0.43478260869565216
34595598,essex industries,allied waste industries,0.43478260869565216
7703054,howard industries,allied waste industries,0.43478260869565216
6350237,convergint technologies,consumer technology,0.43478260869565216
9977837,asrc civil construction,hm construction,0.43478260869565216
32530215,fermi research alliance,news media alliance,0.43478260869565216
4087463,wallenius lines holding,hay island holding,0.43478260869565216
31837554,dakota creek industries,canberra industries,0.43478260869565216
1888841,american beef packers,american sheep industry,0.43478260869565216
14080379,enviremedial services,gentiva health services,0.43478260869565216
10306437,agilex technologies,cherryroad technologies,0.43478260869565216
35129019,j kokolakis contracting,herzog contracting,0.43478260869565216
