,t1,t2,score
825444,tracen technologies,allegheny technologies,0.3181818181818182
25556427,dms pharmaceutical,vertex pharmaceuticals,0.3181818181818182
32341348,aplus technologies,allegheny technologies,0.3181818181818182
26672228,planet technologies,allegheny technologies,0.3181818181818182
30625844,iridium communications,nuvox communications,0.3181818181818182
30434317,dynamo technologies,syniverse technologies,0.3181818181818182
10838723,mtnt it communications,icg communications,0.3181818181818182
32242276,adsync technologies,allegheny technologies,0.3181818181818182
15545997,ipkeys technologies,syniverse technologies,0.3181818181818182
10838561,mtnt it communications,hughes communications,0.3181818181818182
16480312,subsystem technologies,sensient technologies,0.3181818181818182
27599757,guident technologies,syniverse technologies,0.3181818181818182
9058321,crane technologies,john bean technologies,0.3181818181818182
14249700,kallidus technologies,allegheny technologies,0.3181818181818182
28385610,keybridge technologies,westwind technologies,0.3181818181818182
15993361,doma technologies,john bean technologies,0.3181818181818182
3197668,torrent technologies,allegheny technologies,0.3181818181818182
9092452,ascella technologies,allegheny technologies,0.3181818181818182
7017642,armorworks enterprises,sammons enterprises,0.3181818181818182
10838414,mtnt it communications,general communication,0.3181818181818182
32019469,drs technologies,syniverse technologies,0.3181818181818182
29991140,fidelity technologies,allegheny technologies,0.3181818181818182
36146069,health services,sierra health services,0.3181818181818182
7914596,temeku technologies,allegheny technologies,0.3181818181818182
6609846,jr filanc construction,granite construction,0.3181818181818182
31592804,lynker technologies,allegheny technologies,0.3181818181818182
25150447,poisson communications,robson communities,0.3181818181818182
12463757,aegis technologies,syniverse technologies,0.3181818181818182
15707958,cazadores construction,granite construction,0.3181818181818182
27715341,eoir technologies,syniverse technologies,0.3181818181818182
7621777,bam technologies,john bean technologies,0.3181818181818182
9387021,dignitas technologies,syniverse technologies,0.3181818181818182
4351019,new south construction,reynolds construction,0.3181818181818182
30626223,iridium communications,qwest communications,0.3181818181818182
30624808,iridium communications,winstar communications,0.3181818181818182
24173412,tapestry technologies,allegheny technologies,0.3181818181818182
18673831,new light technologies,dell technologies,0.3181818181818182
30625696,iridium communications,xo communications,0.3181818181818182
20431400,nuance communications,winstar communications,0.3181818181818182
7737361,4 star technologies,john bean technologies,0.3181818181818182
14654275,fort myer construction,irby construction,0.3181818181818182
32702767,cognitive technologies,cordant technologies,0.3181818181818182
6355879,esterline technologies,dell technologies,0.3181818181818182
6965261,mindleaf technologies,syniverse technologies,0.3181818181818182
11668324,altamira technologies,allegheny technologies,0.3181818181818182
34405046,ars aleut construction,granite construction,0.3181818181818182
10901576,cartridge technologies,maxar technologies,0.3181818181818182
37551944,blackbird technologies,maxar technologies,0.3181818181818182
30629570,iridium communications,iheartcommunications,0.3181818181818182
7416589,exide technologies,syniverse technologies,0.3181818181818182
36368271,cni technical services,air medical services,0.3181818181818182
13906760,oak grove technologies,maxar technologies,0.3181818181818182
35610491,dkw communications,charter communications,0.3181818181818182
20496438,carothers construction,granite construction,0.3181818181818182
19766253,nexgen data systems,telephone data systems,0.3181818181818182
10901423,cartridge technologies,cordant technologies,0.3181818181818182
30160105,steelhead constructors,heavy constructors,0.3181818181818182
17381476,atlas technologies,allegheny technologies,0.3181818181818182
32701965,cognitive technologies,syniverse technologies,0.3181818181818182
34321681,mainthia technologies,john bean technologies,0.3181818181818182
10961165,akira technologies,syniverse technologies,0.3181818181818182
30629371,iridium communications,charter communications,0.3181818181818182
32703505,cognitive technologies,john bean technologies,0.3181818181818182
3492237,censis technologies,syniverse technologies,0.3181818181818182
10901708,cartridge technologies,primex technologies,0.3181818181818182
11376612,monterey technologies,allegheny technologies,0.3181818181818182
35890321,regan technologies,john bean technologies,0.3181818181818182
37552919,blackbird technologies,radix technologies,0.3181818181818182
26671121,planet technologies,john bean technologies,0.3181818181818182
2354804,adept process services,att wireless services,0.3181818181818182
6497421,tantus technologies,syniverse technologies,0.3181818181818182
37552774,blackbird technologies,bally technologies,0.3181818181818182
22794765,ehs technologies,syniverse technologies,0.3181818181818182
32571409,vecna technologies,john bean technologies,0.3181818181818182
6592529,core technologies,john bean technologies,0.3181818181818182
29063979,je hurley construction,reynolds construction,0.3181818181818182
6356964,esterline technologies,allegheny technologies,0.3181818181818182
14581536,masergy communications,xo communications,0.3181818181818182
14656694,fort myer construction,granite construction,0.3181818181818182
14228173,forrester construction,kokosing construction,0.3181818181818182
2520975,duro bag manufacturing,perry manufacturing,0.3181818181818182
14580648,masergy communications,winstar communications,0.3181818181818182
18943505,woodbury technologies,john bean technologies,0.3181818181818182
16572388,doyen technologies,allegheny technologies,0.3181818181818182
10306189,agilex technologies,syniverse technologies,0.3181818181818182
36693905,nika technologies,john bean technologies,0.3181818181818182
6590989,core technologies,syniverse technologies,0.3181818181818182
33391750,wakelight technologies,bally technologies,0.3181818181818182
33391895,wakelight technologies,radix technologies,0.3181818181818182
33392612,wakelight technologies,allegheny technologies,0.3181818181818182
30060687,avita medical americas,air medical services,0.3181818181818182
9359501,seb technologies,syniverse technologies,0.3181818181818182
34732941,aventure technologies,syniverse technologies,0.3181818181818182
10308836,agilex technologies,allegheny technologies,0.3181818181818182
37743629,nexgen technologies,syniverse technologies,0.3181818181818182
3127786,alpha marine services,blessey marine service,0.3181818181818182
25153090,poisson communications,iheartcommunications,0.3181818181818182
9455716,logos technologies,allegheny technologies,0.3181818181818182
14585410,masergy communications,iheartcommunications,0.3181818181818182
33479569,juno technologies,john bean technologies,0.3181818181818182
4420090,team henry enterprises,werner enterprises,0.3181818181818182
32028498,acent laboratories,connaught laboratories,0.3181818181818182
32572516,vecna technologies,allegheny technologies,0.3181818181818182
25152891,poisson communications,charter communications,0.3181818181818182
37549770,blackbird technologies,westwind technologies,0.3181818181818182
15733133,infinite technologies,syniverse technologies,0.3181818181818182
29063747,je hurley construction,irby construction,0.3181818181818182
33391527,wakelight technologies,dell technologies,0.3181818181818182
6355404,esterline technologies,primex technologies,0.3181818181818182
28387916,keybridge technologies,primex technologies,0.3181818181818182
4458084,inverness technologies,allegheny technologies,0.3181818181818182
6356633,esterline technologies,minerals technologies,0.3181818181818182
3918692,prudent technologies,allegheny technologies,0.3181818181818182
18037160,rlm communications,winstar communications,0.3181818181818182
32703600,cognitive technologies,competitive technology,0.3181818181818182
7757837,peerless technologies,syniverse technologies,0.3181818181818182
6355119,esterline technologies,cordant technologies,0.3181818181818182
12059108,emergint technologies,allegheny technologies,0.3181818181818182
33388600,wakelight technologies,sensient technologies,0.3181818181818182
28887693,universal technology,syniverse technologies,0.3181818181818182
14074106,mesa verde enterprises,werner enterprises,0.3181818181818182
25040397,rnr technologies,syniverse technologies,0.3181818181818182
14584602,masergy communications,qorvis communications,0.3181818181818182
10899402,cartridge technologies,westwind technologies,0.3181818181818182
23606500,evolvent technologies,allegheny technologies,0.3181818181818182
18531095,whirlwind technologies,radix technologies,0.3181818181818182
10136691,redding air service,greenwich air services,0.3181818181818182
33388746,wakelight technologies,westwind technologies,0.3181818181818182
2617924,direct energy services,entergy services,0.3181818181818182
37729733,sierra four industries,terra industries,0.3181818181818182
25148961,poisson communications,hughes communications,0.3181818181818182
4836689,precision metals,precision metalforming,0.3181818181818182
14674079,american mechanical,american psychological,0.3181818181818182
30031213,paladin data systems,telephone data systems,0.3181818181818182
6260749,discover technologies,syniverse technologies,0.3181818181818182
3934971,pci communications,charter communications,0.3181818181818182
28662029,ncs technologies,syniverse technologies,0.3181818181818182
10902551,cartridge technologies,radix technologies,0.3181818181818182
32569869,vecna technologies,syniverse technologies,0.3181818181818182
36692365,nika technologies,syniverse technologies,0.3181818181818182
33026701,siga technologies,syniverse technologies,0.3181818181818182
1960777,seracare life sciences,edwards lifesciences,0.3181818181818182
12295780,blh technologies,allegheny technologies,0.3181818181818182
19373924,trident technologies,allegheny technologies,0.3181818181818182
28932527,proactive technologies,cordant technologies,0.3181818181818182
7760484,peerless technologies,allegheny technologies,0.3181818181818182
10902630,cartridge technologies,ca technologies,0.3181818181818182
18529967,whirlwind technologies,cordant technologies,0.3181818181818182
37745169,nexgen technologies,john bean technologies,0.3181818181818182
22797412,ehs technologies,allegheny technologies,0.3181818181818182
13022801,commonwealth kentucky,commonwealth financial,0.3181818181818182
18316518,cyberdata technologies,ca technologies,0.3181818181818182
29473792,noridian mutual insurance,shelter mutual insurance,0.32
9763906,seneca telecommunications,iheartcommunications,0.32
15579342,randstad north america,bae systems north america,0.32
23085112,22nd century technologies,sensient technologies,0.32
7788832,sagent pharmaceuticals,amphastar pharmaceuticals,0.32
10058440,pj potter enterprises,bass brothers enterprises,0.32
4065295,sierra technical services,air medical services,0.32
24247752,carter enterprises,bass brothers enterprises,0.32
20436247,nuance communications,windstream communications,0.32
33700887,leader communications,windstream communications,0.32
37017743,allied technical services,air medical services,0.32
8298079,defense contract services,contract services,0.32
12799432,l l brooks enterprises,bass brothers enterprises,0.32
37689231,badger technical services,air medical services,0.32
28298487,cci construction services,ltk consulting services,0.32
33804092,martins point health care,faith in health care,0.32
8541524,katmai health services,universal health services,0.32
10003251,district communications,suddenlink communications,0.32
18042007,rlm communications,windstream communications,0.32
4063253,sierra technical services,sierra health services,0.32
23956959,patriot contract services,contract services,0.32
9763707,seneca telecommunications,charter communications,0.32
10840224,mtnt it communications,intermedia communications,0.32
33800435,martins point health care,mariner health care,0.32
10842775,mtnt it communications,windstream communications,0.32
16224108,jm global solutions,citizens global solutions,0.32
2352235,adept process services,padgett business services,0.32
33698336,leader communications,intermedia communications,0.32
30629655,iridium communications,windstream communications,0.32
11968179,strategic communications,suddenlink communications,0.32
10003616,district communications,intermedia communications,0.32
14582944,masergy communications,intermedia communications,0.32
20433696,nuance communications,intermedia communications,0.32
1803628,s k global solutions,citizens global solutions,0.32
26198935,oneida communications,windstream communications,0.32
26381155,intermountain helicopters,intermountain health care,0.32
25783758,atlas north america,bae systems north america,0.32
14585495,masergy communications,windstream communications,0.32
19330720,biocryst pharmaceuticals,amphastar pharmaceuticals,0.32
7271120,dc capital partners,fillmore capital partners,0.32
26196019,oneida communications,suddenlink communications,0.32
28147731,jacob s eye entertainment,park place entertainment,0.32
24780459,windham professionals,fundraising professionals,0.32
33697971,leader communications,suddenlink communications,0.32
20433331,nuance communications,suddenlink communications,0.32
30626739,iridium communications,suddenlink communications,0.32
25555744,dms pharmaceutical,amphastar pharmaceuticals,0.32
31253935,savantage financial services,discover financial services,0.32142857142857145
28707558,inovio pharmaceuticals,mallinckrodt pharmaceuticals,0.32142857142857145
31253855,savantage financial services,pls financial services,0.32142857142857145
401979,vistra communications,cfm strategic communications,0.32142857142857145
36357247,osborne computer services,affiliated computer services,0.32142857142857145
31255044,savantage financial services,community financial services,0.32142857142857145
22666640,tista science and technology,alion science technology,0.32142857142857145
31253642,savantage financial services,zurich financial services,0.32142857142857145
13834020,american purchasing services,american foreign service,0.32142857142857145
4030229,prairie band health services,sierra health services,0.32142857142857145
10000955,district communications,cfm strategic communications,0.32142857142857145
4030165,prairie band health services,united health services,0.32142857142857145
32332344,american petroleum tankers,american petroleum institute,0.32142857142857145
4033748,prairie band health services,universal health services,0.32142857142857145
10837563,mtnt it communications,cfm strategic communications,0.32142857142857145
31254553,savantage financial services,provident financial services,0.32142857142857145
14580283,masergy communications,cfm strategic communications,0.32142857142857145
13834012,american purchasing services,american financial services,0.32142857142857145
7792358,sagent pharmaceuticals,mallinckrodt pharmaceuticals,0.32142857142857145
22388935,national capitol contracting,national utility contractors,0.32142857142857145
22388539,national capitol contracting,national electrical contractors,0.3225806451612903
31255034,savantage financial services,john hancock financial services,0.3225806451612903
37774819,gulf coast electric cooperative,iowa electric cooperatives,0.3225806451612903
37775753,gulf coast electric cooperative,aiken electric cooperative,0.3225806451612903
24648083,information management services,jjf management services,0.3225806451612903
29254261,facility healthcare services,diversicare healthcare services,0.3225806451612903
16529013,chg healthcare services,diversicare healthcare services,0.3225806451612903
28881911,quarterline consulting services,ltk consulting services,0.3225806451612903
10579189,united healthcare services,diversicare healthcare services,0.3225806451612903
24548341,amg healthcare services,diversicare healthcare services,0.3225806451612903
19652302,global strategies north america,bae systems north america,0.3225806451612903
31791605,amn healthcare services,diversicare healthcare services,0.3225806451612903
37776264,gulf coast electric cooperative,berkeley electric cooperative,0.3225806451612903
30024209,spectrum security services,securitas security services usa,0.3225806451612903
6177186,community development institute,community assns institute,0.3225806451612903
35151137,crosby marketing communications,broadwing communications,0.3225806451612903
21384673,bowhead manufacturing technologies,manufacturing technology,0.3235294117647059
19081459,american west construction,american institute steel construction,0.32432432432432434
6852026,information technology solutions consulting,information technology industry council,0.32558139534883723
24220806,conrad,conway,0.3333333333333333
32018104,drs technologies,sensient technologies,0.3333333333333333
23981814,aus,gus,0.3333333333333333
35887320,regan technologies,infineon technologies,0.3333333333333333
28926379,okland construction,reynolds construction,0.3333333333333333
32184368,horizon industries,giant industries,0.3333333333333333
540225,forney enterprises,jm family enterprises,0.3333333333333333
30473427,transaero,transamerica,0.3333333333333333
32185039,horizon industries,nacco industries,0.3333333333333333
22500288,hammer,hanger,0.3333333333333333
33634457,taj technologies,minerals technologies,0.3333333333333333
16161557,westat,wespac,0.3333333333333333
2497191,criterion,materion,0.3333333333333333
34322150,mainthia technologies,ca technologies,0.3333333333333333
6589624,core technologies,sensient technologies,0.3333333333333333
35489616,jvn communications,fairpoint communications,0.3333333333333333
21024333,ssgadvisors,rgm advisors,0.3333333333333333
14582689,masergy communications,broadwing communications,0.3333333333333333
22716859,syntech systems,bentley systems,0.3333333333333333
6589528,core technologies,infineon technologies,0.3333333333333333
33081776,cloud nine technologies,penn united technologies,0.3333333333333333
30586061,walsh construction,kokosing construction,0.3333333333333333
11372746,monterey technologies,westwind technologies,0.3333333333333333
30863068,harper construction,rieth riley construction,0.3333333333333333
13635795,keyw holding,jab holding,0.3333333333333333
18145829,welkin sciences,gilead sciences,0.3333333333333333
33630922,taj technologies,westwind technologies,0.3333333333333333
5139494,teracore,transcore,0.3333333333333333
30909955,mcnally industries,access industries,0.3333333333333333
37179853,woodruff construction,kokosing construction,0.3333333333333333
35353674,3links technologies,westwind technologies,0.3333333333333333
825113,tracen technologies,minerals technologies,0.3333333333333333
18451221,respec,wespac,0.3333333333333333
7432944,romanyk consulting,rust consulting,0.3333333333333333
29637288,red river communications,mci communications,0.3333333333333333
18846266,most investments,putnam investments,0.3333333333333333
21095857,k k industries,peckham industries,0.3333333333333333
10959946,akira technologies,westwind technologies,0.3333333333333333
8177228,superlative technologies,primex technologies,0.3333333333333333
12254285,marvin engineering,hunter engineering,0.3333333333333333
9015607,hme,cme,0.3333333333333333
25039032,rnr technologies,sensient technologies,0.3333333333333333
19765351,nexgen data systems,alliance data systems,0.3333333333333333
21534275,hal hays construction,irby construction,0.3333333333333333
13307561,tac industries,trinity industries,0.3333333333333333
9500288,pgs holding,aloe holding,0.3333333333333333
29766968,ls technologies,sensient technologies,0.3333333333333333
23602392,evolvent technologies,infineon technologies,0.3333333333333333
35584600,nvs technologies,infineon technologies,0.3333333333333333
31909620,carney,carter,0.3333333333333333
3021812,paesgt partners,nautic partners,0.3333333333333333
21931512,unicor,nucor,0.3333333333333333
25039178,rnr technologies,westwind technologies,0.3333333333333333
13262924,pelatron technologies,primex technologies,0.3333333333333333
17347345,port graham technologies,john bean technologies,0.3333333333333333
35353528,3links technologies,sensient technologies,0.3333333333333333
26271631,lc industries,valmont industries,0.3333333333333333
11667462,altamira technologies,bally technologies,0.3333333333333333
10743007,tresco,renco,0.3333333333333333
32774472,eventure technologies,maxar technologies,0.3333333333333333
2312058,northview enterprises,werner enterprises,0.3333333333333333
30453174,campbell construction,granite construction,0.3333333333333333
11189613,jackson healthcare,apria healthcare,0.3333333333333333
13486164,xtreme solutions,motorola solutions,0.3333333333333333
14629965,methuen construction,kokosing construction,0.3333333333333333
32775079,eventure technologies,dell technologies,0.3333333333333333
1707722,avanti technologies,westwind technologies,0.3333333333333333
31425195,briston construction,reynolds construction,0.3333333333333333
36195668,metis solutions,motorola solutions,0.3333333333333333
25588429,smoot construction,kokosing construction,0.3333333333333333
32183316,horizon industries,enpro industries,0.3333333333333333
1707576,avanti technologies,sensient technologies,0.3333333333333333
29088973,megen construction,kokosing construction,0.3333333333333333
7230877,management technology,consumer technology,0.3333333333333333
24164478,whr,whx,0.3333333333333333
30241835,l b construction,reynolds construction,0.3333333333333333
20363523,avox systems,mts systems,0.3333333333333333
14358220,decypher technologies,primex technologies,0.3333333333333333
30909353,mcnally industries,trinity industries,0.3333333333333333
35584842,nvs technologies,westwind technologies,0.3333333333333333
25153225,poisson communications,comporium communications,0.3333333333333333
8178071,superlative technologies,radix technologies,0.3333333333333333
27396267,emerson construction,reynolds construction,0.3333333333333333
31844700,colas,ecolab,0.3333333333333333
15136943,acosta,avista,0.3333333333333333
24104937,comso,comsat,0.3333333333333333
30908868,mcnally industries,lennox industries,0.3333333333333333
14070482,csr,cmr,0.3333333333333333
32018250,drs technologies,westwind technologies,0.3333333333333333
34521472,wc holding,aloe holding,0.3333333333333333
35584696,nvs technologies,sensient technologies,0.3333333333333333
25038936,rnr technologies,infineon technologies,0.3333333333333333
36529561,human technologies,minerals technologies,0.3333333333333333
32183850,horizon industries,cooper industries,0.3333333333333333
11667686,altamira technologies,ca technologies,0.3333333333333333
35071001,btl technologies,minerals technologies,0.3333333333333333
30593557,mission solutions,american solutions,0.3333333333333333
26077465,creek technologies,minerals technologies,0.3333333333333333
18504396,blue tech,blue hen,0.3333333333333333
889003,mike coates construction,reynolds construction,0.3333333333333333
7143271,fn america,cash america,0.3333333333333333
26003115,trace,etrade,0.3333333333333333
24182105,tech systems,esystems,0.3333333333333333
10210115,ayuda management,nuclear management,0.3333333333333333
25717511,blm,slm,0.3333333333333333
36199515,metis solutions,emsolutions,0.3333333333333333
19516166,i360technologies,bally technologies,0.3333333333333333
30641152,tsi holding,aloe holding,0.3333333333333333
18852440,systems technologies,infineon technologies,0.3333333333333333
24162444,direct steel,direct edge,0.3333333333333333
34320758,mainthia technologies,icx technologies,0.3333333333333333
24133631,mriglobal,sp global,0.3333333333333333
33472683,phylway construction,reynolds construction,0.3333333333333333
7231658,management technology,game technology,0.3333333333333333
35067466,btl technologies,westwind technologies,0.3333333333333333
29767114,ls technologies,westwind technologies,0.3333333333333333
18186698,cascades technologies,westwind technologies,0.3333333333333333
13263846,pelatron technologies,ca technologies,0.3333333333333333
15893456,wells global,wsp global,0.3333333333333333
29638985,red river communications,comporium communications,0.3333333333333333
9455385,logos technologies,minerals technologies,0.3333333333333333
32466945,commit enterprises,ssab enterprises,0.3333333333333333
34731722,aventure technologies,westwind technologies,0.3333333333333333
12775117,walton construction,kokosing construction,0.3333333333333333
30332877,vista construction,kokosing construction,0.3333333333333333
10742469,tresco,tosco,0.3333333333333333
18039201,rlm communications,broadwing communications,0.3333333333333333
19515336,i360technologies,maxar technologies,0.3333333333333333
6059164,midwest weather,midwest values,0.3333333333333333
6354352,esterline technologies,penn united technologies,0.3333333333333333
32368068,hpa,hca,0.3333333333333333
15831302,tta,ttx,0.3333333333333333
13263767,pelatron technologies,radix technologies,0.3333333333333333
5708888,patriot technologies,infineon technologies,0.3333333333333333
20923563,decatur construction,reynolds construction,0.3333333333333333
14874740,cortek,carter,0.3333333333333333
13181105,seyer industries,peckham industries,0.3333333333333333
34318680,mainthia technologies,infineon technologies,0.3333333333333333
24183299,tech systems,mts systems,0.3333333333333333
30592596,mission solutions,motorola solutions,0.3333333333333333
540821,forney enterprises,ipalco enterprises,0.3333333333333333
165453,hoar construction,kokosing construction,0.3333333333333333
32255821,dj engineering,hunter engineering,0.3333333333333333
5932439,integration technologies,radix technologies,0.3333333333333333
33677311,all phase services,usa waste services,0.3333333333333333
32184907,horizon industries,itt industries,0.3333333333333333
3363277,maloney construction,kokosing construction,0.3333333333333333
11501328,northrop grumman information technology,northrop grumman innovation systems,0.3333333333333333
14320297,air industries,trinity industries,0.3333333333333333
1090392,data networks,nortel networks,0.3333333333333333
38049585,sumter electric cooperative,western farmers electric cooperative,0.3333333333333333
16325242,vtc enterprises,werner enterprises,0.3333333333333333
14359142,decypher technologies,ca technologies,0.3333333333333333
1741403,moltz constructors,elevator constructors,0.3333333333333333
35727500,benchmark,torchmark,0.3333333333333333
11267066,clark enterprises,werner enterprises,0.3333333333333333
22209679,l c industries,valmont industries,0.3333333333333333
25590955,smoot construction,reynolds construction,0.3333333333333333
32367726,hpa,hp,0.3333333333333333
13633108,ais,aig,0.3333333333333333
29638850,red river communications,iheartcommunications,0.3333333333333333
13633760,keyw holding,h holding,0.3333333333333333
10893780,corps solutions,motorola solutions,0.3333333333333333
28142285,krempp construction,kokosing construction,0.3333333333333333
34420739,arch systems,mts systems,0.3333333333333333
1621035,glenmar construction,reynolds construction,0.3333333333333333
10522393,american national red cross,american national insurance,0.3333333333333333
13633792,keyw holding,aloe holding,0.3333333333333333
19516311,i360technologies,radix technologies,0.3333333333333333
36643227,lecon,hemcon,0.3333333333333333
30588587,walsh construction,reynolds construction,0.3333333333333333
25952303,3vesta,avista,0.3333333333333333
34921769,ami industries,trinity industries,0.3333333333333333
19258009,agilent technologies,minerals technologies,0.3333333333333333
12253777,marvin engineering,st engineering,0.3333333333333333
37179776,woodruff construction,zachry construction,0.3333333333333333
19744141,nordam,nodak,0.3333333333333333
13634880,keyw holding,bg holding,0.3333333333333333
11372504,monterey technologies,infineon technologies,0.3333333333333333
24774376,charles industries,ingram industries,0.3333333333333333
29133050,purdy enterprise,werner enterprises,0.3333333333333333
25823016,sprint communications lp,mci communications,0.3333333333333333
32345851,saf,sac,0.3333333333333333
14070829,csr,csx,0.3333333333333333
24339833,bethel industries,northville industries,0.3333333333333333
30909820,mcnally industries,texas industries,0.3333333333333333
16027981,ames construction,kokosing construction,0.3333333333333333
33084877,rkj construction,kokosing construction,0.3333333333333333
6593305,core technologies,minerals technologies,0.3333333333333333
1707480,avanti technologies,infineon technologies,0.3333333333333333
937820,grunley construction,rieth riley construction,0.3333333333333333
9023705,dgg re investments,fs investments,0.3333333333333333
22646315,hgl construction,reynolds construction,0.3333333333333333
34731576,aventure technologies,sensient technologies,0.3333333333333333
35631081,beard construction,heavy constructors,0.3333333333333333
28351120,sei,si,0.3333333333333333
10893459,corps solutions,new solutions,0.3333333333333333
23575772,city construction,rieth riley construction,0.3333333333333333
8178457,superlative technologies,minerals technologies,0.3333333333333333
12187594,toro partners gp,stolar partnership,0.3333333333333333
34321926,mainthia technologies,bally technologies,0.3333333333333333
32142209,trailboss enterprises,ssab enterprises,0.3333333333333333
11372600,monterey technologies,sensient technologies,0.3333333333333333
1772805,capital consulting,gsp consulting,0.3333333333333333
34318922,mainthia technologies,westwind technologies,0.3333333333333333
6596651,thalle construction,reynolds construction,0.3333333333333333
17377610,atlas technologies,westwind technologies,0.3333333333333333
32734159,mct industries,houston industries,0.3333333333333333
18186654,cascades technologies,fmc technologies,0.3333333333333333
33083368,cloud nine technologies,mountaintop technologies,0.3333333333333333
56955,bighorn airways,airtran airways,0.3333333333333333
23602634,evolvent technologies,westwind technologies,0.3333333333333333
18188534,cascades technologies,icx technologies,0.3333333333333333
34921905,ami industries,peckham industries,0.3333333333333333
13267499,orion construction,reynolds construction,0.3333333333333333
21538191,tricor industries,valmont industries,0.3333333333333333
31422669,briston construction,kokosing construction,0.3333333333333333
33087403,rkj construction,reynolds construction,0.3333333333333333
22498359,hammer,camber,0.3333333333333333
30931565,comanche construction,hm construction,0.3333333333333333
36721411,compass systems,mts systems,0.3333333333333333
22495432,hammer,haier,0.3333333333333333
31908680,carney,care,0.3333333333333333
24222777,conrad,cona,0.3333333333333333
5575637,technology service,energy service,0.3333333333333333
15769216,american construction,zachry construction,0.3333333333333333
11188728,jackson healthcare,vitas healthcare,0.3333333333333333
13263622,pelatron technologies,bally technologies,0.3333333333333333
34321228,mainthia technologies,primex technologies,0.3333333333333333
27410298,greenland enterprises,werner enterprises,0.3333333333333333
8959742,mayflower communications,skyterra communications,0.3333333333333333
34620493,reyes construction,kokosing construction,0.3333333333333333
20433441,nuance communications,broadwing communications,0.3333333333333333
6358450,christus health,first health,0.3333333333333333
34081123,contego environmental,ecology environment,0.3333333333333333
11267679,clark enterprises,carl karcher enterprises,0.3333333333333333
6357587,christus health,corizon health,0.3333333333333333
23149337,akamai technologies,minerals technologies,0.3333333333333333
29634088,red river communications,winstar communications,0.3333333333333333
30585616,sea engineering,stv engineers,0.3333333333333333
8107725,boh bros construction,kokosing construction,0.3333333333333333
32197457,hdt,idt,0.3333333333333333
26954820,belcan,bean,0.3333333333333333
38061589,mavagi enterprises,ipalco enterprises,0.3333333333333333
1872842,aci technologies,westwind technologies,0.3333333333333333
31581465,future technologies,minerals technologies,0.3333333333333333
8107648,boh bros construction,zachry construction,0.3333333333333333
31236682,summit technologies,westwind technologies,0.3333333333333333
8894983,orbis,cordis,0.3333333333333333
24257761,minburn technology,manufacturing technology,0.3333333333333333
2688811,xl construction,reynolds construction,0.3333333333333333
2906445,ratcliff construction,kokosing construction,0.3333333333333333
36124793,excella consulting,clark consulting,0.3333333333333333
2129082,integrits,integic,0.3333333333333333
26315143,cordev,cordis,0.3333333333333333
20423068,aptima,aptiv,0.3333333333333333
22660301,talion construction,kokosing construction,0.3333333333333333
1872696,aci technologies,sensient technologies,0.3333333333333333
17239826,rotech healthcare,genesis healthcare,0.3333333333333333
37831851,texam construction,reynolds construction,0.3333333333333333
20739405,northern construction,kokosing construction,0.3333333333333333
17121785,pentad,ventas,0.3333333333333333
19374434,synergy america,one america,0.3333333333333333
25780788,atlas north america,qimonda north america,0.3333333333333333
3268503,trofholz technologies,radix technologies,0.3333333333333333
11602765,huffman construction,kokosing construction,0.3333333333333333
23145802,akamai technologies,westwind technologies,0.3333333333333333
8644197,qed,red,0.3333333333333333
3268358,trofholz technologies,bally technologies,0.3333333333333333
24775759,charles industries,dresser industries,0.3333333333333333
26923412,hicaps,icap,0.3333333333333333
24775859,charles industries,amsted industries,0.3333333333333333
34556971,hof construction,reynolds construction,0.3333333333333333
26145039,ebsco industries,valmont industries,0.3333333333333333
29311659,lane construction,reynolds construction,0.3333333333333333
22719455,syntech systems,siebel systems,0.3333333333333333
29126919,aurora industries,hearing industries,0.3333333333333333
10671769,hart technologies,minerals technologies,0.3333333333333333
35362602,applied technology,game technology,0.3333333333333333
3268135,trofholz technologies,dell technologies,0.3333333333333333
15734220,infinite technologies,primex technologies,0.3333333333333333
26862173,boneal,boral,0.3333333333333333
15070522,ral investment,putnam investments,0.3333333333333333
12203391,national associates,national auto dealers,0.3333333333333333
36564408,optivor technologies,sensient technologies,0.3333333333333333
3267660,trofholz technologies,primex technologies,0.3333333333333333
14249369,kallidus technologies,minerals technologies,0.3333333333333333
30189463,short bark industries,lone star industries,0.3333333333333333
30054384,kiliuda consulting,rust consulting,0.3333333333333333
36554105,totalis consulting,clark consulting,0.3333333333333333
21794783,viatech systems,siebel systems,0.3333333333333333
18283414,wested,westfield,0.3333333333333333
11163448,ausgar technologies,sensient technologies,0.3333333333333333
30053881,kiliuda consulting,clark consulting,0.3333333333333333
15325681,securitas,secureus,0.3333333333333333
1348858,h t enterprises,werner enterprises,0.3333333333333333
8089284,metters industries,lennox industries,0.3333333333333333
29309133,lane construction,kokosing construction,0.3333333333333333
17740562,national air cargo,national grocers,0.3333333333333333
18041936,rlm communications,fairpoint communications,0.3333333333333333
344751,cross match technologies,cordant technologies,0.3333333333333333
34825237,thr enterprises,ipalco enterprises,0.3333333333333333
20777113,veyance technologies,minerals technologies,0.3333333333333333
10860722,era health,first health,0.3333333333333333
11163594,ausgar technologies,westwind technologies,0.3333333333333333
23185947,debcon,hemcon,0.3333333333333333
30347608,capital surini,capital indiana,0.3333333333333333
35331605,bayaud enterprises,ipalco enterprises,0.3333333333333333
27937817,segue technologies,minerals technologies,0.3333333333333333
